State,County,state_name,mean_mp_rate,mean_bodies_rate,mp_trend,bodies_trend,mean_mp_robust_z,mean_bodies_robust_z,log_population,dbscan_cluster,hierarchical_cluster,silhouette_dbscan,silhouette_hierarchical
AR,Grant,Arkansas,5.656589329263175,0.0,-0.43356162104606977,0.0,1.8356207245096576,0.0,4.264416387198535,0,0,,0.46395190946322407
AR,Greene,Arkansas,3.0856704159776522,0.0,0.8082606745772464,0.0,0.633540164834207,0.0,4.669716582288874,0,0,,0.4440988122924973
AR,Hempstead,Arkansas,2.9996250468691414,3.134509710895377,0.0,0.4680643123210504,0.5933080653615498,0.0,4.286523831815505,0,0,,0.4239343651551441
AR,Hot Spring,Arkansas,4.25447153058184,1.968503937007874,2.3483113445480868,-0.32808398950131235,1.1800346850356136,0.0,4.52095490885281,0,0,,0.40245130191187123
AR,Howard,Arkansas,7.273209505034924,0.0,0.4945676786569333,0.0,2.5915013069862423,0.0,4.123753668755842,0,0,,0.42741199083959674
AR,Independence,Arkansas,11.921645804445934,0.0,2.3543785449757824,0.0,4.764963441297864,0.0,4.581737330218833,0,0,,0.24920536779089408
AR,Jackson,Arkansas,8.537436738570666,0.0,5.942734993338592,0.0,3.182614069272267,0.0,4.239999792886872,0,0,,0.11064882796684304
AR,Jefferson,Arkansas,4.556333221214761,0.9894376182885776,2.053719745277885,-0.019001518071428202,1.321175686467229,0.0,4.813619346217874,0,0,,0.3340477426013668
AR,Johnson,Arkansas,4.1628355285995395,0.0,-0.21543231261779766,0.0,1.1371885820410494,0.0,4.426250931980546,0,0,,0.48895732204774645
AR,Lee,Arkansas,0.0,15.9655144887044,0.0,-15.9655144887044,-0.809221954750564,0.0,4.097847077423337,-1,2,,0.15866057018898805
AR,Logan,Arkansas,4.670055207385099,1.4814814814814816,4.724893099293628,-2.2222222222222223,1.3743484987549348,0.0,4.325608012956217,0,2,,-0.07039984994943836
AR,Madison,Arkansas,5.890014076513131,0.0,-0.32724226285847724,0.0,1.944762770712017,0.0,4.242118854004543,0,0,,0.460222288819781
AR,Marion,Arkansas,5.973486439378386,0.0,-0.37892383022880693,0.0,1.9837918136553696,0.0,4.237769874301018,0,0,,0.4577298744924436
AR,Miller,Arkansas,3.5914994505699838,1.236521911168266,3.320581811749368,-0.9892175289346128,0.8700498602044843,0.0,4.628013230598953,0,0,,0.32681240157598085
AR,Mississippi,Arkansas,3.2399395858184135,1.6554555313903232,1.6244344396456776,-0.3494539304141816,0.7056715607582662,0.0,4.587295549457064,0,0,,0.4258559381884822
AR,Ouachita,Arkansas,3.0579906188730197,0.8717787774174425,0.7376891142932852,-0.348711510966977,0.6205979651314879,0.0,4.342304220718211,0,0,,0.48643992175539696
AR,Perry,Arkansas,9.739646759289052,0.0,0.15935534238026428,0.0,3.7447295397698386,0.0,4.007918390645599,0,0,,0.3617428319507627
AR,Phillips,Arkansas,0.0,5.9602922824244295,0.0,-1.2158500979107674,-0.809221954750564,0.0,4.3167249841904995,0,0,,0.24253441773722623
AR,Poinsett,Arkansas,5.675701940730659,1.318669725980431,2.4813042181642477,-1.9780045889706461,1.8445571785420931,0.0,4.35073245171613,0,0,,0.30593624063980546
AR,Polk,Arkansas,6.7579969170926235,0.0,2.726513280852469,0.0,2.350604158163278,0.0,4.28454352295875,0,0,,0.39234429973889723
AR,Pope,Arkansas,2.643581101988511,0.0,0.756841316831062,0.0,0.42683315154009205,0.0,4.803416142538151,0,0,,0.3774727044079077
AR,Pulaski,Arkansas,2.778669959206473,1.4042161076391677,1.1089743564535164,-0.2248873113342408,0.48999643850776997,0.0,5.6014798208446,0,3,,0.497516665144435
AR,Saline,Arkansas,2.3372067440485975,0.0,1.3608441233998971,0.0,0.28358216927089086,0.0,5.104107962465586,0,0,,0.0216916285234205
AR,Sebastian,Arkansas,2.8728817141961756,0.4189684826121633,0.5441297770957421,-0.03173522714400047,0.534046882331881,0.0,5.108368802776552,0,0,,0.06626963939896256
AR,Sevier,Arkansas,8.301316895807094,0.0,3.2051914368808183,0.0,3.072211881450255,0.0,4.195152133593287,0,0,,0.30311906420481544
AR,St. Francis,Arkansas,5.22149075776566,1.1366865586814436,2.1719299769775424,-1.7050298380221656,1.6321823618149283,0.0,4.3621241848476044,0,0,,0.3786320757679561
AR,Stone,Arkansas,8.332670538773135,0.0,-0.6972772052907805,0.0,3.086871855551234,0.0,4.097777734539283,0,0,,0.3956695976161931
AR,Union,Arkansas,2.3270966238630493,2.314678704828079,0.576389701091065,0.5714225334770769,0.27885499609237197,0.0,4.581653887176893,0,0,,0.41005656609163194
AR,Van Buren,Arkansas,12.096357850675973,2.943167436795479,0.6473762069881133,-5.886334873590958,4.846653281155886,0.0,4.206906792930864,0,0,,-0.01381687455611713
AR,Washington,Arkansas,1.6333155999329534,0.2330519929674231,0.8924400203826741,0.09322079718696924,-0.04553511875271496,0.0,5.412660763949324,0,3,,0.47870276427383734
AR,White,Arkansas,2.769794754887704,0.0,-0.9334978674460453,0.0,0.48584667302134915,0.0,4.888530495700871,0,0,,0.301395067284363
AR,Yell,Arkansas,7.939199215067981,0.0,2.6129514736887436,0.0,2.9028970803953427,0.0,4.303001553655842,0,0,,0.3698494531174638
AZ,Apache,Arizona,5.091837435625722,3.170283141239892,2.892292571374554,1.14385574453828,1.5715605595338964,0.0,4.815071662082179,0,0,,0.24524576291370653
AZ,Cochise,Arizona,5.34193729877487,12.821948276781045,1.2021702390753028,1.9214301562680494,1.6884993637550212,0.0,5.097890757756142,-1,2,,-0.09614032256981342
AZ,Coconino,Arizona,3.6667314428271545,4.244744584777606,1.1210405344995893,-0.42079203896014505,0.905225965872643,0.0,5.158685679926783,0,0,,0.03665335506727464
AZ,Gila,Arizona,4.107840348122848,1.284264421512682,1.4205742437871827,-0.23504367169870669,1.1114745709980525,0.0,4.73018854947998,0,0,,0.3990926069509564
AZ,Graham,Arizona,2.622576929338397,1.5104795540311375,2.080397203336426,-1.2010107765824647,0.41701226318601203,0.0,4.588646999226889,0,0,,0.3786748564097869
AZ,La Paz,Arizona,6.622954302486366,22.43171198635691,2.5657478961137246,-12.099565615087526,2.2874624927816685,0.0,4.220918363556553,-1,2,,0.16650760521103544
AZ,Maricopa,Arizona,1.1735309901258566,0.8427545788930647,0.35084613196664555,0.23868115286976974,-0.2605158940042959,0.0,6.6573418286478,0,3,,0.5431513008596494
AZ,Mohave,Arizona,2.4589384464931445,3.770514746807651,0.49111072361664826,0.6886770099067611,0.34050007214546313,0.0,5.346006574523766,0,0,,-0.17907637336284637
AZ,Navajo,Arizona,4.583978679173232,1.2746209766910193,2.0706388004254492,0.4593535207100389,1.3341018302687597,0.0,5.034739923266843,0,0,,0.1774871405768468
AZ,Pima,Arizona,5.380237671788678,19.132761322960267,1.7762276860435047,8.190211313429565,1.7064074096254294,0.0,6.02400999577438,-1,4,,-0.22388422772886538
AZ,Pinal,Arizona,1.5603005951875641,8.431930896793128,0.13650941339796518,0.9517451470653813,-0.07967463101639691,0.0,5.675181830958299,0,0,,-0.15280034787449845
AZ,Santa Cruz,Arizona,28.41086517742566,27.129073745848995,10.72025411798032,6.987268175707,12.474802110286417,0.0,4.6860353477642995,-1,4,,0.07481692220380214
AZ,Yavapai,Arizona,2.2562171362706733,1.3086342244450342,0.3810029233452766,0.015185005274390396,0.24571398426416663,0.0,5.390063879424499,0,3,,0.39381807825508225
AZ,Yuma,Arizona,2.4544198337713516,8.12988414549853,0.3451158302640578,1.3409893637454748,0.3383873114195219,0.0,5.321498595462275,0,0,,-0.04359906746229143
CA,Alameda,California,1.4532847177017376,0.37638584222993404,0.36797345444406077,-0.013748985644280141,-0.12971187849143437,0.0,6.214692772034372,0,3,,0.6435398550566481
CA,Amador,California,3.2667232482860644,0.0,0.5714932954904223,0.0,0.7181947561818537,0.0,4.614559768866271,0,0,,0.4668348697431265
CA,Butte,California,2.617380546353653,0.40117429763497015,-0.24774645474819407,-0.0740590935253694,0.41458259847184714,0.0,5.318571454457272,0,0,,-0.2936610704937411
CA,Calaveras,California,4.1718627073481755,1.170983255671163,-2.3274021368730127,-0.515737587139826,1.1414094059753923,0.0,4.665102346822574,0,0,,0.35666390024594713
CA,Colusa,California,2.2811259637757195,2.65717170643567,4.562251927551439,-5.31434341287134,0.2573605660188047,0.0,4.340820736655919,0,2,,0.1930868519485677
CA,Contra Costa,California,0.9300923057953174,0.3652129762193024,0.16286745552509116,-0.041935753622043805,-0.3743401412003064,0.0,6.064239214446051,0,3,,0.6833752885054163
CA,Del Norte,California,4.565219115302103,0.0,1.1734180585211391,0.0,1.325330450152124,0.0,4.424702004023985,0,0,,0.4705185399339608
CA,El Dorado,California,2.4850989136910537,0.3181430625723776,-0.2514013277899383,-0.09089801787782216,0.35273188112556286,0.0,5.281590089573131,0,0,,-0.2514826279343404
CA,Fresno,California,1.0379124193021945,0.5062302076416835,0.23100816771117316,0.008704636944354768,-0.32392685833912765,0.0,6.006430384424021,0,3,,0.6938531183216898
CA,Humboldt,California,7.827033035633347,1.6801157808439489,2.0325476268389524,0.02115383435766981,2.8504517142444783,0.0,5.129736927481827,0,0,,0.14380289726635925
CA,Imperial,California,5.219789017098798,39.813067010833315,1.3162091940464995,-1.7155579326899586,1.631386681576756,0.0,5.253410704790367,-1,4,,0.12696726191016566
CA,Inyo,California,10.031200009757645,0.0,1.9317387981913943,0.0,3.881050639858754,0.0,4.272560963861557,0,0,,0.32502651204064514
CA,Kern,California,0.7802303994034958,0.8870892880484209,0.2424567705169177,0.03780951093573611,-0.44441083980483453,0.0,5.960002362224661,0,3,,0.6919880788078543
CA,Kings,California,0.4769856344674263,0.4769856344674263,0.33037428102297095,-0.05472988965519754,-0.5861985231383219,0.0,5.1799637733285895,0,0,,-0.2078325154085807
CA,Lake,California,2.616221007557156,0.3112065477857654,-0.5759963764556286,0.1556032738928827,0.4140404347193246,0.0,4.833606035324883,0,0,,0.35971355761829293
CA,Lassen,California,2.4069780461512664,2.2826899301824755,1.1089614545451958,-0.2731988284845591,0.31620502853239807,0.0,4.477410687907252,0,0,,0.4286406176373111
CA,Los Angeles,California,1.2573297654150353,1.3747897052076508,0.35996262936731016,0.13061065852464562,-0.2213342309113122,0.0,6.989094249283577,0,3,,0.47277202374866384
CA,Madera,California,1.5349084120150267,0.16182931861765398,0.13973242668972746,-0.080914659308827,-0.09154721462908572,0.0,5.2030369687105855,0,0,,-0.19605271808623023
CA,Marin,California,3.9762256448742432,2.578397380376174,0.5534455701363985,-0.1989801826514676,1.0499356888010973,0.0,5.4093579079133445,0,3,,0.21146749059358833
CA,Mariposa,California,10.764219603894352,1.6707460716582994,1.4294887452109981,-1.044216294786437,4.223787471977219,0.0,4.228374690421907,0,0,,0.24342911239884837
CA,Mendocino,California,8.578000403387813,2.684210596893802,1.1561131627776462,-0.20819456603511222,3.201580358972775,0.0,4.955331704165462,0,0,,0.21900327977172054
CA,Merced,California,1.2612202659522387,0.18844990530392255,-0.056342870072503985,-0.09422495265196128,-0.2195151556230906,0.0,5.459791915265038,0,3,,0.5563211524591899
CA,Mono,California,14.765758397150254,0.0,-1.4258394474764469,0.0,6.09478074496726,0.0,4.1532659350758685,0,0,,0.24413525543665823
CA,Monterey,California,1.1704880774462219,0.1674791810668526,0.18973984476870143,0.09963206694574682,-0.2619386639555677,0.0,5.637451702063561,0,3,,0.6738314119600987
CA,Napa,California,1.594266454369678,0.39007587114003894,-0.17414393235442746,0.30753230093742817,-0.06379326704007676,0.0,5.120611765819456,0,0,,-0.036683966735750514
CA,Nevada,California,3.249780279713295,1.2190628911989283,0.7332703691200364,-0.05364624861111268,0.7102727587048933,0.0,5.009081035611538,0,0,,0.21489910069949306
CA,Orange,California,0.8296834255767438,0.35530396925220087,0.2615991041390321,-0.005919652082985651,-0.42128816523396967,0.0,6.498402044714199,0,3,,0.5817216015312991
