State,County,decade,mp_lisa_i,mp_lisa_cluster,mp_lisa_p,bodies_lisa_i,bodies_lisa_cluster,bodies_lisa_p
AK,Aleutians East,2000,32.839947,HH,0.001,0.00103,NS,0.772
AK,Aleutians West,2000,26.280462,HH,0.001,0.00103,NS,0.767
AK,Anchorage,2000,0.026508,NS,0.184,0.000577,NS,0.884
AK,Bethel,2000,10.90592,HH,0.001,0.00103,NS,0.762
AK,Bristol Bay,2000,22.827535,HH,0.001,0.00103,NS,0.765
AK,Denali,2000,29.300819,HH,0.001,0.00103,NS,0.776
AK,Dillingham,2000,66.629585,HH,0.001,0.00103,NS,0.771
AK,Fairbanks North Star,2000,0.199257,HH,0.015,0.000642,NS,0.897
AK,Juneau,2000,-0.080781,LH,0.044,0.000927,NS,0.789
AK,Kenai Peninsula,2000,4.768977,HH,0.001,0.000334,NS,0.936
AK,Ketchikan Gateway,2000,1.449817,HH,0.005,0.00103,NS,0.784
AK,Kodiak Island,2000,9.322988,HH,0.001,0.00103,NS,0.78
AK,Kusilvak,2000,5.273707,HH,0.001,0.00103,NS,0.778
AK,Lake and Peninsula,2000,17.03446,HH,0.001,0.00103,NS,0.76
AK,Matanuska-Susitna,2000,0.413941,HH,0.008,0.000799,NS,0.857
AK,Nome,2000,15.038742,HH,0.001,-0.011479,HL,0.027
AK,North Slope,2000,3.015216,HH,0.001,0.00103,NS,0.763
AK,Northwest Arctic,2000,5.338651,HH,0.001,-0.001765,NS,0.296
AK,Petersburg,2000,14.086309,HH,0.001,0.00103,NS,0.78
AK,Prince of Wales – Hyder,2000,-0.801954,LH,0.003,0.00103,NS,0.757
AK,Sitka,2000,-0.757827,LH,0.002,0.00103,NS,0.77
AK,Skagway Yakutat Angoon,2000,-0.777904,LH,0.001,0.00103,NS,0.755
AK,Valdez–Cordova,2000,-0.566989,LH,0.003,0.00103,NS,0.775
AK,Wrangell Petersburg,2000,-0.755256,LH,0.004,0.00103,NS,0.762
AK,Yukon–Koyukuk,2000,-0.80156,LH,0.004,0.00103,NS,0.768
AL,Autauga,2000,0.024311,NS,0.199,0.001322,NS,0.607
AL,Baldwin,2000,0.018595,NS,0.292,0.001985,NS,0.074
AL,Blount,2000,0.024311,NS,0.192,0.00135,NS,0.608
AL,Calhoun,2000,0.020576,NS,0.245,0.001985,NS,0.063
AL,Chilton,2000,0.013427,NS,0.435,0.001985,NS,0.063
AL,Coffee,2000,0.01447,NS,0.414,0.001985,NS,0.063
AL,Colbert,2000,0.016339,NS,0.351,0.001985,NS,0.06
AL,Cullman,2000,0.018908,NS,0.296,0.001985,NS,0.058
AL,Dallas,2000,-0.006938,NS,0.653,0.001985,NS,0.063
AL,Elmore,2000,0.018733,NS,0.295,0.001537,NS,0.46
AL,Escambia,2000,0.000379,NS,0.963,0.001985,NS,0.065
AL,Franklin,2000,0.010035,NS,0.541,0.001985,NS,0.061
AL,Henry,2000,-0.002249,NS,0.862,0.001985,NS,0.059
AL,Jackson,2000,0.007612,NS,0.664,0.001985,NS,0.07
AL,Jefferson,2000,0.017747,NS,0.322,0.001564,NS,0.424
AL,Lee,2000,0.017701,NS,0.316,0.001985,NS,0.057
AL,Lowndes,2000,-0.014711,NS,0.391,0.001985,NS,0.064
AL,Macon,2000,0.005587,NS,0.709,0.001985,NS,0.066
AL,Madison,2000,0.021476,NS,0.227,0.001985,NS,0.069
AL,Marion,2000,0.009944,NS,0.569,0.001985,NS,0.067
AL,Mobile,2000,0.012252,NS,0.5,0.0019,NS,0.119
AL,Montgomery,2000,0.016584,NS,0.35,0.001985,NS,0.063
AL,Morgan,2000,0.01667,NS,0.353,0.001985,NS,0.071
AL,Pickens,2000,0.002678,NS,0.828,0.001985,NS,0.073
AL,Shelby,2000,0.022104,NS,0.216,0.001985,NS,0.061
AL,St. Clair,2000,0.019136,NS,0.278,0.001985,NS,0.065
AL,Sumter,2000,-0.00743,NS,0.643,0.001985,NS,0.061
AL,Talladega,2000,0.018998,NS,0.291,0.001985,NS,0.074
AL,Tuscaloosa,2000,0.016943,NS,0.347,0.00179,NS,0.231
AL,Walker,2000,0.004461,NS,0.747,0.001985,NS,0.065
AL,Winston,2000,0.006127,NS,0.701,0.001985,NS,0.063
AR,Benton,2000,0.000244,NS,0.978,0.00147,NS,0.482
AR,Bradley,2000,-0.001447,NS,0.89,0.00147,NS,0.513
AR,Calhoun,2000,-0.01282,NS,0.431,-0.003605,HL,0.046
AR,Carroll,2000,0.000304,NS,0.976,0.00147,NS,0.488
AR,Clay,2000,-0.000203,NS,0.986,0.00147,NS,0.495
AR,Columbia,2000,-0.001175,NS,0.923,0.00147,NS,0.503
AR,Craighead,2000,0.000335,NS,0.977,0.00147,NS,0.507
AR,Crittenden,2000,-0.000156,NS,0.986,0.000443,NS,0.912
AR,Cross,2000,-0.003811,NS,0.799,0.00147,NS,0.507
AR,Desha,2000,-0.000156,NS,0.987,-0.000397,NS,0.919
AR,Garland,2000,0.000359,NS,0.965,0.001195,NS,0.659
AR,Grant,2000,-0.000178,NS,0.99,0.00147,NS,0.496
AR,Jackson,2000,-7.1e-05,NS,0.991,0.00147,NS,0.491
AR,Jefferson,2000,0.000354,NS,0.972,0.001157,NS,0.677
AR,Johnson,2000,0.000273,NS,0.984,0.00147,NS,0.523
AR,Lawrence,2000,-0.00014,NS,0.987,0.00147,NS,0.495
AR,Lee,2000,-0.000156,NS,0.983,-0.000674,NS,0.859
AR,Mississippi,2000,-0.000156,NS,0.986,0.000926,NS,0.769
AR,Montgomery,2000,-0.003373,NS,0.793,0.00147,NS,0.502
AR,Nevada,2000,-0.003716,NS,0.79,0.00147,NS,0.507
AR,Newton,2000,-0.004532,NS,0.764,0.00147,NS,0.486
AR,Perry,2000,-0.002451,NS,0.852,0.00147,NS,0.505
AR,Poinsett,2000,0.000298,NS,0.977,0.000442,NS,0.917
AR,Polk,2000,0.000107,NS,0.989,0.00147,NS,0.508
AR,Pope,2000,0.000266,NS,0.977,0.00147,NS,0.492
AR,Pulaski,2000,0.000353,NS,0.974,0.001056,NS,0.721
AR,Saline,2000,0.000141,NS,0.99,0.00147,NS,0.493
AR,Sebastian,2000,-0.000537,NS,0.958,0.00147,NS,0.499
AR,Sharp,2000,-0.000151,NS,0.996,0.00147,NS,0.513
AR,Union,2000,0.000211,NS,0.989,0.000895,NS,0.777
AR,Washington,2000,0.000147,NS,0.981,0.00147,NS,0.513
AZ,Apache,2000,0.022843,NS,0.264,-0.001291,NS,0.677
AZ,Cochise,2000,0.125587,HH,0.041,0.009432,HH,0.035
AZ,Coconino,2000,-0.016949,NS,0.368,-0.000799,NS,0.828
AZ,Gila,2000,-0.017448,NS,0.376,-0.002794,NS,0.051
AZ,Graham,2000,-0.066694,NS,0.075,-0.001227,NS,0.672
AZ,Greenlee,2000,0.186883,HH,0.022,-0.002794,LH,0.04
AZ,La Paz,2000,-0.066694,NS,0.072,0.001873,NS,0.215
AZ,Maricopa,2000,-0.036289,NS,0.123,-0.001547,NS,0.522
AZ,Mohave,2000,-0.01739,NS,0.368,-0.001367,NS,0.645
AZ,Navajo,2000,0.017857,NS,0.385,-0.00228,NS,0.055
AZ,Pima,2000,0.121042,HH,0.036,0.009669,HH,0.029
AZ,Pinal,2000,-0.01588,NS,0.443,0.005174,HH,0.04
AZ,Santa Cruz,2000,0.217814,HH,0.017,0.01132,HH,0.028
AZ,Yavapai,2000,-0.033135,NS,0.121,-0.001714,NS,0.369
AZ,Yuma,2000,-0.002002,NS,0.895,-0.000472,NS,0.914
CA,Alameda,2000,0.011639,NS,0.461,0.00102,NS,0.769
CA,Butte,2000,0.011168,NS,0.482,0.001058,NS,0.731
CA,Contra Costa,2000,0.011679,NS,0.442,0.001021,NS,0.742
CA,Del Norte,2000,0.006052,NS,0.674,0.001058,NS,0.71
CA,El Dorado,2000,0.009642,NS,0.532,0.001058,NS,0.728
CA,Fresno,2000,0.008694,NS,0.565,0.000995,NS,0.748
CA,Humboldt,2000,-0.007969,NS,0.607,0.000777,NS,0.845
CA,Imperial,2000,-0.017639,NS,0.288,-0.02813,HL,0.028
CA,Inyo,2000,-0.000288,NS,0.966,0.001058,NS,0.749
CA,Kern,2000,0.014781,NS,0.352,0.000886,NS,0.798
CA,Lake,2000,0.00692,NS,0.639,0.001058,NS,0.748
CA,Los Angeles,2000,0.01281,NS,0.389,0.000778,NS,0.826
CA,Madera,2000,0.006091,NS,0.668,0.001058,NS,0.741
CA,Marin,2000,0.009393,NS,0.536,0.000683,NS,0.859
CA,Mariposa,2000,-0.04576,NS,0.071,0.001058,NS,0.737
CA,Mendocino,2000,-0.009287,NS,0.563,0.000635,NS,0.891
CA,Merced,2000,0.014265,NS,0.377,0.001058,NS,0.742
CA,Monterey,2000,0.015308,NS,0.337,0.001013,NS,0.762
CA,Napa,2000,0.014521,NS,0.36,0.00092,NS,0.8
CA,Nevada,2000,0.016754,NS,0.3,0.000674,NS,0.877
CA,Orange,2000,0.012484,NS,0.427,0.000996,NS,0.762
CA,Placer,2000,0.014753,NS,0.368,0.000996,NS,0.775
CA,Riverside,2000,0.011824,NS,0.449,0.000774,NS,0.848
CA,Sacramento,2000,0.012982,NS,0.41,0.00099,NS,0.773
CA,San Bernardino,2000,0.011389,NS,0.461,0.000718,NS,0.86
CA,San Diego,2000,0.011047,NS,0.485,0.000528,NS,0.906
CA,San Francisco,2000,0.002766,NS,0.832,0.00075,NS,0.858
CA,San Joaquin,2000,0.004174,NS,0.742,0.000972,NS,0.773
CA,San Luis Obispo,2000,0.004943,NS,0.711,0.001058,NS,0.747
CA,San Mateo,2000,0.007627,NS,0.584,0.000662,NS,0.878
CA,Santa Barbara,2000,0.011645,NS,0.445,0.001013,NS,0.759
CA,Santa Clara,2000,0.013968,NS,0.394,0.001015,NS,0.748
CA,Santa Cruz,2000,0.003385,NS,0.788,0.000842,NS,0.825
CA,Shasta,2000,0.0044,NS,0.737,0.000953,NS,0.771
CA,Siskiyou,2000,-0.030397,NS,0.095,0.00064,NS,0.883
CA,Solano,2000,0.010102,NS,0.507,0.000968,NS,0.802
CA,Sonoma,2000,0.011643,NS,0.437,0.00098,NS,0.781
CA,Stanislaus,2000,0.010072,NS,0.542,0.000947,NS,0.781
CA,Sutter,2000,0.013006,NS,0.409,0.001058,NS,0.736
CA,Tehama,2000,0.006498,NS,0.66,0.001058,NS,0.752
CA,Trinity,2000,-0.034564,NS,0.088,0.001058,NS,0.722
CA,Tulare,2000,0.01176,NS,0.465,0.001014,NS,0.747
CA,Tuolumne,2000,-0.012334,NS,0.43,0.001058,NS,0.749
CA,Ventura,2000,0.011436,NS,0.464,0.000872,NS,0.805
CA,Yolo,2000,0.015284,NS,0.352,0.001058,NS,0.739
CA,Yuba,2000,0.01181,NS,0.463,0.001058,NS,0.726
CO,Adams,2000,-0.02938,NS,0.144,0.000423,NS,0.926
CO,Arapahoe,2000,-0.026161,NS,0.166,0.000479,NS,0.912
CO,Archuleta,2000,0.024129,NS,0.19,0.000479,NS,0.913
CO,Boulder,2000,-0.033018,NS,0.113,0.000479,NS,0.917
CO,Clear Creek,2000,-0.041578,NS,0.095,-0.000603,NS,0.876
CO,Costilla,2000,0.159778,HH,0.023,0.000479,NS,0.902
CO,Denver,2000,-0.025826,NS,0.167,0.000479,NS,0.916
CO,Douglas,2000,-0.038086,NS,0.098,0.000479,NS,0.917
CO,Eagle,2000,-0.011531,NS,0.516,0.000479,NS,0.911
CO,El Paso,2000,-0.030234,NS,0.12,0.000479,NS,0.909
CO,Fremont,2000,-0.024405,NS,0.186,0.000479,NS,0.911
CO,Garfield,2000,-0.025683,NS,0.17,0.000155,NS,0.98
CO,Gunnison,2000,0.011867,NS,0.465,0.000479,NS,0.909
CO,Huerfano,2000,-0.041578,NS,0.09,-0.001106,NS,0.751
CO,Jackson,2000,0.193722,HH,0.018,-0.016308,HL,0.037
CO,Jefferson,2000,-0.024826,NS,0.184,0.000479,NS,0.909
CO,Larimer,2000,-0.038684,NS,0.081,0.000479,NS,0.909
CO,Mesa,2000,-0.009742,NS,0.574,0.000479,NS,0.905
CO,Montezuma,2000,-0.008606,NS,0.616,0.000479,NS,0.906
CO,Montrose,2000,-0.020179,NS,0.276,0.000479,NS,0.911
CO,Otero,2000,-0.00175,NS,0.895,0.000479,NS,0.908
CO,Pueblo,2000,-0.014737,NS,0.402,0.000479,NS,0.911
CO,Rio Blanco,2000,0.077388,NS,0.052,0.000479,NS,0.915
CO,Routt,2000,-0.004986,NS,0.771,0.000479,NS,0.906
CO,Saguache,2000,0.0707,NS,0.051,-0.001291,NS,0.659
CO,Summit,2000,0.017718,NS,0.325,0.000479,NS,0.918
CO,Teller,2000,-0.00544,NS,0.732,0.000479,NS,0.912
CO,Weld,2000,-0.034029,NS,0.108,0.000445,NS,0.927
CT,Fairfield,2000,0.03371,NS,0.191,0.002036,NS,0.154
CT,Hartford,2000,0.032864,NS,0.196,0.001966,NS,0.235
CT,Litchfield,2000,0.035918,NS,0.157,0.002036,NS,0.156
CT,Middlesex,2000,0.035407,NS,0.156,0.002036,NS,0.156
CT,New Haven,2000,0.020431,NS,0.389,0.002036,NS,0.159
CT,New London,2000,0.027405,NS,0.271,0.001922,NS,0.298
CT,Tolland,2000,0.035047,NS,0.162,0.002036,NS,0.165
DC,District of Columbia,2000,-0.0,NS,1.0,-0.0,NS,1.0
DE,Kent,2000,0.021946,NS,0.436,0.001728,NS,0.552
DE,New Castle,2000,0.018871,NS,0.526,0.001703,NS,0.56
DE,Sussex,2000,0.014385,NS,0.625,0.001429,NS,0.703
FL,Alachua,2000,0.016667,NS,0.289,0.001589,NS,0.422
FL,Baker,2000,-0.012243,NS,0.444,0.001719,NS,0.252
FL,Bay,2000,0.012059,NS,0.448,0.001719,NS,0.248
FL,Bradford,2000,0.007284,NS,0.618,0.001719,NS,0.266
FL,Brevard,2000,0.014042,NS,0.398,0.00166,NS,0.339
FL,Broward,2000,0.012717,NS,0.442,0.001543,NS,0.437
FL,Citrus,2000,0.01577,NS,0.31,0.001489,NS,0.494
FL,Clay,2000,0.019009,NS,0.241,0.001719,NS,0.262
FL,Collier,2000,0.001046,NS,0.929,0.001308,NS,0.638
FL,Columbia,2000,0.015922,NS,0.351,0.001719,NS,0.272
FL,DeSoto,2000,-0.030062,NS,0.097,0.000805,NS,0.859
FL,Dixie,2000,-0.003769,NS,0.792,0.001719,NS,0.27
FL,Duval,2000,0.013114,NS,0.404,0.001463,NS,0.514
FL,Escambia,2000,0.01243,NS,0.449,0.001516,NS,0.46
FL,Flagler,2000,0.006038,NS,0.696,0.001719,NS,0.273
FL,Gulf,2000,0.021768,NS,0.176,-0.000407,NS,0.952
FL,Hendry,2000,-0.011096,NS,0.476,0.000103,NS,0.991
FL,Hernando,2000,0.021768,NS,0.178,0.00149,NS,0.495
FL,Highlands,2000,0.013299,NS,0.412,0.001396,NS,0.566
FL,Hillsborough,2000,0.016146,NS,0.329,0.001395,NS,0.573
FL,Holmes,2000,0.001265,NS,0.932,0.001719,NS,0.258
FL,Indian River,2000,0.018693,NS,0.244,0.001003,NS,0.791
FL,Jackson,2000,0.005147,NS,0.699,0.001094,NS,0.754
FL,Jefferson,2000,-0.01058,NS,0.529,0.001719,NS,0.256
FL,Lake,2000,0.020418,NS,0.214,0.001615,NS,0.377
FL,Lee,2000,0.012006,NS,0.439,0.001376,NS,0.58
FL,Leon,2000,0.014123,NS,0.395,0.001603,NS,0.396
FL,Levy,2000,0.000613,NS,0.959,0.001719,NS,0.254
FL,Manatee,2000,0.015041,NS,0.38,0.001719,NS,0.264
FL,Marion,2000,0.01772,NS,0.262,0.001616,NS,0.387
FL,Martin,2000,0.015929,NS,0.303,0.001719,NS,0.255
FL,Miami-Dade,2000,0.013064,NS,0.42,0.001272,NS,0.645
FL,Monroe,2000,0.016587,NS,0.291,-0.00032,NS,0.962
FL,Nassau,2000,0.008285,NS,0.595,0.001719,NS,0.277
FL,Okaloosa,2000,0.013032,NS,0.406,0.001553,NS,0.441
FL,Okeechobee,2000,0.021768,NS,0.181,0.000892,NS,0.827
FL,Orange,2000,0.011308,NS,0.476,0.001543,NS,0.453
FL,Osceola,2000,0.018237,NS,0.268,0.001719,NS,0.263
FL,Palm Beach,2000,0.015418,NS,0.328,0.001108,NS,0.731
FL,Pasco,2000,0.011174,NS,0.482,0.001719,NS,0.263
FL,Pinellas,2000,0.017947,NS,0.266,0.001687,NS,0.297
FL,Polk,2000,0.010664,NS,0.5,0.001607,NS,0.392
FL,Putnam,2000,0.005475,NS,0.696,0.001719,NS,0.269
FL,Santa Rosa,2000,0.015892,NS,0.343,0.001719,NS,0.272
FL,Sarasota,2000,0.016295,NS,0.296,0.001719,NS,0.268
FL,Seminole,2000,0.014788,NS,0.353,0.001643,NS,0.371
FL,St. Johns,2000,0.0062,NS,0.669,0.001719,NS,0.268
FL,St. Lucie,2000,0.012904,NS,0.41,0.001177,NS,0.702
FL,Taylor,2000,0.00368,NS,0.777,0.001719,NS,0.256
FL,Volusia,2000,0.0116,NS,0.465,0.001526,NS,0.479
FL,Walton,2000,0.014022,NS,0.382,0.001125,NS,0.746
FL,Washington,2000,-0.056088,NS,0.055,0.001719,NS,0.273
GA,Appling,2000,-0.001748,NS,0.854,0.001707,NS,0.29
GA,Atkinson,2000,-0.038671,NS,0.078,0.001707,NS,0.292
GA,Bartow,2000,0.019096,NS,0.248,0.001041,NS,0.751
GA,Bibb,2000,0.018262,NS,0.253,0.001318,NS,0.593
GA,Brooks,2000,-0.003606,NS,0.777,0.001707,NS,0.296
GA,Bryan,2000,0.00923,NS,0.532,0.001707,NS,0.285
GA,Camden,2000,0.02385,NS,0.175,0.000373,NS,0.955
GA,Carroll,2000,0.019886,NS,0.223,0.001431,NS,0.527
GA,Chatham,2000,0.018519,NS,0.226,0.001211,NS,0.682
GA,Cherokee,2000,0.019348,NS,0.222,0.001707,NS,0.276
GA,Clayton,2000,0.02047,NS,0.206,0.00159,NS,0.381
GA,Cobb,2000,0.022503,NS,0.174,0.001707,NS,0.269
GA,Colquitt,2000,0.014179,NS,0.364,0.001707,NS,0.29
GA,Columbia,2000,0.020312,NS,0.183,0.001707,NS,0.267
GA,DeKalb,2000,0.016827,NS,0.273,0.001619,NS,0.358
GA,Dooly,2000,-0.012703,NS,0.414,0.001707,NS,0.276
GA,Effingham,2000,0.01318,NS,0.386,0.001707,NS,0.28
GA,Floyd,2000,0.019397,NS,0.237,0.001707,NS,0.291
GA,Forsyth,2000,0.018367,NS,0.235,0.001517,NS,0.471
GA,Fulton,2000,0.012975,NS,0.419,0.000809,NS,0.845
GA,Glynn,2000,0.017484,NS,0.279,0.001707,NS,0.292
GA,Greene,2000,-0.004409,NS,0.743,0.001707,NS,0.273
GA,Gwinnett,2000,0.020235,NS,0.205,0.001624,NS,0.407
GA,Hall,2000,0.013318,NS,0.381,0.001707,NS,0.277
GA,Harris,2000,0.006442,NS,0.652,0.000509,NS,0.923
GA,Henry,2000,0.02385,NS,0.145,0.001462,NS,0.516
GA,Houston,2000,0.017179,NS,0.274,0.001707,NS,0.295
GA,Irwin,2000,-0.023823,NS,0.15,0.001707,NS,0.28
GA,Jackson,2000,0.02385,NS,0.153,0.000527,NS,0.929
GA,Jefferson,2000,-0.002396,NS,0.828,0.001707,NS,0.284
GA,Laurens,2000,0.014478,NS,0.366,0.001707,NS,0.295
GA,Liberty,2000,0.009925,NS,0.515,0.001707,NS,0.267
GA,Long,2000,-0.013104,NS,0.411,0.001707,NS,0.285
GA,Lowndes,2000,0.014616,NS,0.333,0.001707,NS,0.269
GA,McIntosh,2000,-0.009517,NS,0.544,0.001707,NS,0.285
GA,Meriwether,2000,0.004208,NS,0.746,0.000358,NS,0.953
GA,Murray,2000,0.012823,NS,0.417,0.001707,NS,0.285
GA,Muscogee,2000,0.016893,NS,0.314,0.001547,NS,0.43
GA,Paulding,2000,0.017052,NS,0.285,0.001707,NS,0.281
GA,Pickens,2000,0.02385,NS,0.164,0.000506,NS,0.919
GA,Polk,2000,0.02385,NS,0.16,0.000939,NS,0.786
GA,Richmond,2000,0.021687,NS,0.17,0.001556,NS,0.43
GA,Tift,2000,0.012895,NS,0.422,0.001707,NS,0.292
GA,Twiggs,2000,0.02385,NS,0.161,-0.001271,NS,0.628
GA,Ware,2000,0.011375,NS,0.448,0.001707,NS,0.287
GA,Washington,2000,0.002791,NS,0.806,0.001707,NS,0.284
GA,Wayne,2000,0.007487,NS,0.599,0.001707,NS,0.26
HI,Hawaii,2000,0.035541,NS,0.183,0.001766,NS,0.516
HI,Honolulu,2000,-0.015377,NS,0.547,0.00158,NS,0.639
HI,Kauai,2000,0.033902,NS,0.19,0.001403,NS,0.72
HI,Maui,2000,0.009841,NS,0.694,0.001766,NS,0.528
IA,Black Hawk,2000,0.013297,NS,0.517,0.002073,LL,0.045
IA,Clarke,2000,-0.022904,NS,0.256,0.002073,NS,0.051
IA,Clayton,2000,-0.000374,NS,0.978,0.002073,LL,0.047
IA,Clinton,2000,0.010221,NS,0.606,0.002073,LL,0.047
IA,Dubuque,2000,0.012505,NS,0.529,0.002073,LL,0.048
IA,Henry,2000,0.001475,NS,0.908,0.002073,NS,0.058
IA,Jackson,2000,0.001312,NS,0.935,0.002073,LL,0.048
IA,Linn,2000,0.013924,NS,0.486,0.002073,NS,0.053
IA,Louisa,2000,-0.011055,NS,0.58,0.002073,LL,0.047
IA,Polk,2000,0.010942,NS,0.566,0.002073,LL,0.042
IA,Pottawattamie,2000,0.009738,NS,0.616,0.002073,LL,0.042
IA,Scott,2000,0.01369,NS,0.491,0.002073,NS,0.053
IA,Sioux,2000,0.007363,NS,0.689,0.002073,NS,0.053
IA,Webster,2000,0.000503,NS,0.971,0.002073,LL,0.044
IA,Woodbury,2000,0.01038,NS,0.593,0.002073,LL,0.041
ID,Ada,2000,-0.003357,NS,0.83,0.00155,NS,0.492
ID,Bannock,2000,-0.001538,NS,0.912,0.00155,NS,0.496
ID,Bingham,2000,-0.004442,NS,0.776,0.00092,NS,0.8
ID,Blaine,2000,-7.8e-05,NS,0.996,0.00155,NS,0.5
ID,Boise,2000,-0.153583,HL,0.033,0.00155,NS,0.516
ID,Bonner,2000,-4.3e-05,NS,0.997,0.00155,NS,0.503
ID,Bonneville,2000,-0.002912,NS,0.858,0.00155,NS,0.5
ID,Boundary,2000,-0.004442,NS,0.802,-0.001412,NS,0.569
ID,Canyon,2000,-0.003049,NS,0.834,0.00155,NS,0.491
ID,Cassia,2000,-0.00023,NS,0.985,0.00155,NS,0.511
ID,Gooding,2000,0.000116,NS,0.992,0.00155,NS,0.501
ID,Idaho,2000,-0.004175,NS,0.789,0.00155,NS,0.507
ID,Jefferson,2000,-0.004442,NS,0.783,0.000498,NS,0.898
ID,Jerome,2000,-7e-05,NS,0.994,0.00155,NS,0.496
ID,Kootenai,2000,-0.000154,NS,0.986,0.00155,NS,0.481
ID,Latah,2000,-0.001388,NS,0.922,0.00155,NS,0.492
ID,Shoshone,2000,-0.004442,NS,0.783,-0.000641,NS,0.874
ID,Twin Falls,2000,-0.002606,NS,0.86,0.00155,NS,0.497
IL,Adams,2000,0.026617,NS,0.165,0.001046,NS,0.711
IL,Alexander,2000,0.036327,NS,0.108,-0.001593,NS,0.444
IL,Boone,2000,0.021609,NS,0.233,0.001405,NS,0.576
IL,Cook,2000,0.030916,NS,0.128,0.00108,NS,0.699
IL,DeKalb,2000,0.030097,NS,0.118,0.001405,NS,0.565
IL,DuPage,2000,0.034918,NS,0.099,0.001405,NS,0.589
IL,Fayette,2000,0.005582,NS,0.743,0.001405,NS,0.574
IL,Ford,2000,-0.012444,NS,0.478,0.001405,NS,0.566
IL,Jackson,2000,0.025348,NS,0.169,0.000999,NS,0.725
IL,Kane,2000,0.030837,NS,0.129,0.001405,NS,0.57
IL,Kankakee,2000,0.017698,NS,0.314,0.000951,NS,0.756
IL,Lake,2000,0.032547,NS,0.11,0.00137,NS,0.596
IL,Madison,2000,0.026563,NS,0.145,0.001405,NS,0.581
IL,McHenry,2000,0.031692,NS,0.126,0.001405,NS,0.57
IL,Mercer,2000,-0.004361,NS,0.784,0.001405,NS,0.562
IL,Peoria,2000,0.014494,NS,0.405,0.001405,NS,0.549
IL,Perry,2000,0.036327,NS,0.093,0.000328,NS,0.937
IL,Pulaski,2000,0.036327,NS,0.109,-0.002627,NS,0.063
IL,Rock Island,2000,0.031947,NS,0.116,0.001405,NS,0.57
IL,Sangamon,2000,0.033032,NS,0.125,0.001405,NS,0.589
IL,St. Clair,2000,0.026425,NS,0.169,0.001223,NS,0.649
IL,Union,2000,0.036327,NS,0.096,-0.0,NS,1.0
IL,Whiteside,2000,0.025344,NS,0.182,0.001405,NS,0.568
IL,Will,2000,0.034406,NS,0.126,0.001369,NS,0.599
IL,Winnebago,2000,0.031899,NS,0.121,0.001405,NS,0.562
IN,Allen,2000,0.024608,NS,0.192,0.001915,NS,0.107
IN,Bartholomew,2000,0.027355,NS,0.156,0.001915,NS,0.112
IN,Clark,2000,0.029657,NS,0.138,0.001588,NS,0.476
IN,Clay,2000,0.01111,NS,0.548,0.001915,NS,0.095
IN,Clinton,2000,0.016471,NS,0.347,0.001915,NS,0.115
IN,Dearborn,2000,0.007696,NS,0.659,0.001915,NS,0.107
IN,Elkhart,2000,0.032544,NS,0.13,0.001915,NS,0.103
IN,Floyd,2000,0.036004,NS,0.116,0.00145,NS,0.525
IN,Fountain,2000,-0.002822,NS,0.855,0.001915,NS,0.11
IN,Grant,2000,0.026983,NS,0.161,0.001915,NS,0.106
IN,Greene,2000,0.016083,NS,0.378,0.001915,NS,0.107
IN,Hancock,2000,0.026386,NS,0.174,0.001915,NS,0.112
IN,Hendricks,2000,0.029917,NS,0.132,0.001915,NS,0.107
IN,Jefferson,2000,0.015836,NS,0.367,0.001915,NS,0.101
IN,Johnson,2000,0.030686,NS,0.132,0.001915,NS,0.097
IN,Lake,2000,0.033404,NS,0.113,0.00151,NS,0.481
IN,Marion,2000,0.02939,NS,0.135,0.00184,NS,0.169
IN,Monroe,2000,0.031306,NS,0.14,0.001915,NS,0.101
IN,Owen,2000,0.036004,NS,0.106,0.000391,NS,0.925
IN,Porter,2000,0.031658,NS,0.13,0.001915,NS,0.11
IN,Shelby,2000,0.036004,NS,0.109,0.001146,NS,0.702
IN,St. Joseph,2000,0.033604,NS,0.123,0.001915,NS,0.108
IN,Tippecanoe,2000,0.032225,NS,0.133,0.001915,NS,0.113
IN,Vigo,2000,0.030008,NS,0.128,0.001915,NS,0.093
IN,Wabash,2000,0.016891,NS,0.351,0.001915,NS,0.116
IN,Wayne,2000,0.017466,NS,0.322,0.001915,NS,0.1
KS,Atchison,2000,0.027391,NS,0.193,0.001881,NS,0.22
KS,Cowley,2000,-0.014152,NS,0.505,0.001881,NS,0.213
KS,Ford,2000,-0.03167,NS,0.142,0.000876,NS,0.817
KS,Geary,2000,-0.03167,NS,0.142,0.0007,NS,0.841
KS,Kearny,2000,0.046622,NS,0.096,0.001881,NS,0.218
KS,Leavenworth,2000,-0.022576,NS,0.281,0.001881,NS,0.215
KS,McPherson,2000,-0.010358,NS,0.606,0.001881,NS,0.221
KS,Miami,2000,-0.011052,NS,0.581,0.001881,NS,0.216
KS,Riley,2000,-0.022402,NS,0.283,0.001881,NS,0.23
KS,Russell,2000,0.035516,NS,0.121,0.001881,NS,0.227
KS,Sedgwick,2000,-0.021966,NS,0.28,0.001881,NS,0.212
KS,Shawnee,2000,-0.01005,NS,0.601,0.001881,NS,0.219
KS,Stanton,2000,-0.015704,NS,0.446,0.001881,NS,0.217
KS,Wyandotte,2000,-0.027447,NS,0.184,0.001881,NS,0.212
KY,Allen,2000,-2.9e-05,NS,0.997,0.001552,NS,0.419
