State,County,year,missing_count,bodies_count,state_name,population,missing_per_100k,bodies_per_100k,mp_z_score,bodies_z_score,composite_z_score,alert_level,alert_reason
AK,Anchorage,1972,5,0,Alaska,260816.0,1.9170603030488929,0.0,-0.021403230049636093,-0.0530175948927142,-0.037210412471175146,GREEN,Normal
AK,Anchorage,1973,1,0,Alaska,260816.0,0.38341206060977856,0.0,-0.07724759902656829,-0.0530175948927142,-0.06513259695964124,GREEN,Normal
AK,Anchorage,1974,5,0,Alaska,260816.0,1.9170603030488929,0.0,-0.021403230049636093,-0.0530175948927142,-0.037210412471175146,GREEN,Normal
AK,Anchorage,1975,1,0,Alaska,260816.0,0.38341206060977856,0.0,-0.07724759902656829,-0.0530175948927142,-0.06513259695964124,GREEN,Normal
AK,Anchorage,1977,1,0,Alaska,260816.0,0.38341206060977856,0.0,-0.07724759902656829,-0.0530175948927142,-0.06513259695964124,GREEN,Normal
AK,Anchorage,1980,2,1,Alaska,260816.0,0.7668241212195571,0.38341206060977856,-0.06328650678233523,-0.04371592741941125,-0.053501217100873244,GREEN,Normal
AK,Anchorage,1981,6,0,Alaska,260816.0,2.3004723636586712,0.0,-0.00744213780540305,-0.0530175948927142,-0.030229866349058627,GREEN,Normal
AK,Anchorage,1984,7,0,Alaska,260816.0,2.68388442426845,0.0,0.006518954438830007,-0.0530175948927142,-0.023249320226942097,GREEN,Normal
AK,Anchorage,1985,1,0,Alaska,260816.0,0.38341206060977856,0.0,-0.07724759902656829,-0.0530175948927142,-0.06513259695964124,GREEN,Normal
AK,Anchorage,1987,1,0,Alaska,260816.0,0.38341206060977856,0.0,-0.07724759902656829,-0.0530175948927142,-0.06513259695964124,GREEN,Normal
AK,Anchorage,1988,3,0,Alaska,260816.0,1.1502361818293356,0.0,-0.04932541453810219,-0.0530175948927142,-0.0511715047154082,GREEN,Normal
AK,Anchorage,1989,0,1,Alaska,260816.0,0.0,0.38341206060977856,-0.09120869127080133,-0.04371592741941125,-0.06746230934510629,GREEN,Normal
AK,Anchorage,1990,1,0,Alaska,260816.0,0.38341206060977856,0.0,-0.07724759902656829,-0.0530175948927142,-0.06513259695964124,GREEN,Normal
AK,Anchorage,1993,2,0,Alaska,260816.0,0.7668241212195571,0.0,-0.06328650678233523,-0.0530175948927142,-0.05815205083752471,GREEN,Normal
AK,Anchorage,1994,1,0,Alaska,260816.0,0.38341206060977856,0.0,-0.07724759902656829,-0.0530175948927142,-0.06513259695964124,GREEN,Normal
AK,Anchorage,1995,2,0,Alaska,260816.0,0.7668241212195571,0.0,-0.06328650678233523,-0.0530175948927142,-0.05815205083752471,GREEN,Normal
AK,Anchorage,1997,5,0,Alaska,260816.0,1.9170603030488929,0.0,-0.021403230049636093,-0.0530175948927142,-0.037210412471175146,GREEN,Normal
AK,Anchorage,1998,4,1,Alaska,260816.0,1.5336482424391142,0.38341206060977856,-0.03536432229386914,-0.04371592741941125,-0.0395401248566402,GREEN,Normal
AK,Anchorage,1999,3,0,Alaska,260816.0,1.1502361818293356,0.0,-0.04932541453810219,-0.0530175948927142,-0.0511715047154082,GREEN,Normal
AK,Anchorage,2000,2,0,Alaska,260816.0,0.7668241212195571,0.0,-0.06328650678233523,-0.0530175948927142,-0.05815205083752471,GREEN,Normal
AK,Anchorage,2001,1,1,Alaska,264274.0,0.37839515048775135,0.37839515048775135,-0.07743027858256152,-0.04383763884816581,-0.06063395871536366,GREEN,Normal
AK,Anchorage,2002,3,0,Alaska,268229.0,1.1184472968992913,0.0,-0.05048293565035887,-0.0530175948927142,-0.05175026527153653,GREEN,Normal
AK,Anchorage,2003,2,2,Alaska,270568.0,0.7391857130185387,0.7391857130185387,-0.06429289757182816,-0.03508477428039506,-0.049688835926111605,GREEN,Normal
AK,Anchorage,2004,2,3,Alaska,274484.0,0.7286399207239767,1.0929598810859649,-0.06467689900041845,-0.026502129105451744,-0.0455895140529351,GREEN,Normal
AK,Anchorage,2005,1,1,Alaska,276494.0,0.3616715010090635,0.3616715010090635,-0.07803923285661554,-0.04424335854864531,-0.061141295702630424,GREEN,Normal
AK,Anchorage,2006,1,0,Alaska,280085.0,0.35703447167824054,0.0,-0.07820807990363819,-0.0530175948927142,-0.0656128373981762,GREEN,Normal
AK,Anchorage,2008,3,0,Alaska,281554.0,1.0655149633818024,0.0,-0.052410348131241395,-0.0530175948927142,-0.0527139715119778,GREEN,Normal
AK,Anchorage,2010,1,0,Alaska,293227.0,0.3410327152683757,0.0,-0.07879074805693669,-0.0530175948927142,-0.06590417147482544,GREEN,Normal
AK,Anchorage,2011,2,0,Alaska,296693.0,0.6740974677528624,0.0,-0.06666294037831727,-0.0530175948927142,-0.05984026763551574,GREEN,Normal
AK,Anchorage,2012,6,0,Alaska,298806.0,2.007991807393426,0.0,-0.018092162792018043,-0.0530175948927142,-0.03555487884236612,GREEN,Normal
AK,Anchorage,2013,3,0,Alaska,301801.0,0.9940324916087091,0.0,-0.05501322238794256,-0.0530175948927142,-0.05401540864032838,GREEN,Normal
AK,Anchorage,2014,2,0,Alaska,300647.0,0.6652319830232798,0.0,-0.0669857571668729,-0.0530175948927142,-0.060001676029793546,GREEN,Normal
AK,Anchorage,2015,3,0,Alaska,298337.0,1.0055742331658495,0.0,-0.054592955695543614,-0.0530175948927142,-0.05380527529412891,GREEN,Normal
AK,Anchorage,2016,4,0,Alaska,298072.0,1.3419576478166348,0.0,-0.0423443063601504,-0.0530175948927142,-0.0476809506264323,GREEN,Normal
AK,Anchorage,2017,2,0,Alaska,295118.0,0.6776950236854411,0.0,-0.06653194342911166,-0.0530175948927142,-0.05977476916091293,GREEN,Normal
AK,Anchorage,2018,2,0,Alaska,291377.0,0.6863959749740027,0.0,-0.06621511775764219,-0.0530175948927142,-0.0596163563251782,GREEN,Normal
AK,Anchorage,2019,8,0,Alaska,288790.0,2.7701790228193497,0.0,0.009661179147755718,-0.0530175948927142,-0.021678207872479243,GREEN,Normal
AK,Anchorage,2020,3,0,Alaska,290893.0,1.0313070441708807,0.0,-0.05365595296387865,-0.0530175948927142,-0.05333677392829643,GREEN,Normal
AK,Anchorage,2021,10,1,Alaska,289169.0,3.4581853518184866,0.3458185351818487,0.03471339009932777,-0.0446279552573557,-0.004957282579013966,GREEN,Normal
AK,Anchorage,2022,5,1,Alaska,286983.0,1.7422634790214053,0.34845269580428107,-0.02776806526208503,-0.04456404989626151,-0.036166057579173266,GREEN,Normal
AK,Anchorage,2023,6,0,Alaska,286075.0,2.0973520929826095,0.0,-0.014838307949534816,-0.0530175948927142,-0.03392795142112451,GREEN,Normal
AK,Anchorage,2024,16,1,Alaska,286075.0,5.592938914620292,0.34955868216376823,0.11244566425257603,-0.04453721840502048,0.033954222923777776,GREEN,Normal
AK,Anchorage,2025,16,1,Alaska,286075.0,5.592938914620292,0.34955868216376823,0.11244566425257603,-0.04453721840502048,0.033954222923777776,GREEN,Normal
AK,Bethel,1975,2,0,Alaska,16080.0,12.43781094527363,0.0,0.3616863628053039,-0.0530175948927142,0.15433438395629487,GREEN,Normal
AK,Bethel,1976,1,0,Alaska,16080.0,6.218905472636815,0.0,0.1352388357672513,-0.0530175948927142,0.04111062043726854,GREEN,Normal
AK,Bethel,1978,2,0,Alaska,16080.0,12.43781094527363,0.0,0.3616863628053039,-0.0530175948927142,0.15433438395629487,GREEN,Normal
AK,Bethel,1980,1,0,Alaska,16080.0,6.218905472636815,0.0,0.1352388357672513,-0.0530175948927142,0.04111062043726854,GREEN,Normal
AK,Bethel,1983,2,0,Alaska,16080.0,12.43781094527363,0.0,0.3616863628053039,-0.0530175948927142,0.15433438395629487,GREEN,Normal
AK,Bethel,1984,3,0,Alaska,16080.0,18.65671641791045,0.0,0.5881338898433566,-0.0530175948927142,0.2675581474753212,GREEN,Normal
AK,Bethel,1985,2,0,Alaska,16080.0,12.43781094527363,0.0,0.3616863628053039,-0.0530175948927142,0.15433438395629487,GREEN,Normal
AK,Bethel,1986,5,0,Alaska,16080.0,31.094527363184078,0.0,1.0410289439194618,-0.0530175948927142,0.4940056745133738,GREEN,Normal
AK,Bethel,1987,7,0,Alaska,16080.0,43.53233830845771,0.0,1.4939239979955672,-0.0530175948927142,0.7204532015514264,GREEN,Normal
AK,Bethel,1989,2,0,Alaska,16080.0,12.43781094527363,0.0,0.3616863628053039,-0.0530175948927142,0.15433438395629487,GREEN,Normal
AK,Bethel,1990,2,0,Alaska,16080.0,12.43781094527363,0.0,0.3616863628053039,-0.0530175948927142,0.15433438395629487,GREEN,Normal
AK,Bethel,1991,2,0,Alaska,16080.0,12.43781094527363,0.0,0.3616863628053039,-0.0530175948927142,0.15433438395629487,GREEN,Normal
AK,Bethel,1992,1,0,Alaska,16080.0,6.218905472636815,0.0,0.1352388357672513,-0.0530175948927142,0.04111062043726854,GREEN,Normal
AK,Bethel,1993,2,0,Alaska,16080.0,12.43781094527363,0.0,0.3616863628053039,-0.0530175948927142,0.15433438395629487,GREEN,Normal
AK,Bethel,1994,2,0,Alaska,16080.0,12.43781094527363,0.0,0.3616863628053039,-0.0530175948927142,0.15433438395629487,GREEN,Normal
AK,Bethel,1996,2,0,Alaska,16080.0,12.43781094527363,0.0,0.3616863628053039,-0.0530175948927142,0.15433438395629487,GREEN,Normal
AK,Bethel,1998,3,1,Alaska,16080.0,18.65671641791045,6.218905472636815,0.5881338898433566,0.09785452598520761,0.3429942079142821,GREEN,Normal
AK,Bethel,2000,1,0,Alaska,16080.0,6.218905472636815,0.0,0.1352388357672513,-0.0530175948927142,0.04111062043726854,GREEN,Normal
AK,Bethel,2001,5,0,Alaska,16171.0,30.919547337826977,0.0,1.0346574378405358,-0.0530175948927142,0.4908199214739108,GREEN,Normal
AK,Bethel,2002,1,0,Alaska,16414.0,6.092360180333861,0.0,0.13063097211240118,-0.0530175948927142,0.03880668860984349,GREEN,Normal
AK,Bethel,2004,2,0,Alaska,16603.0,12.046015780280673,0.0,0.34742001857343,-0.0530175948927142,0.14720121184035792,GREEN,Normal
AK,Bethel,2005,2,0,Alaska,16728.0,11.956001912960307,0.0,0.3441423650146945,-0.0530175948927142,0.14556238506099015,GREEN,Normal
AK,Bethel,2006,1,0,Alaska,16755.0,5.968367651447329,0.0,0.12611606162516323,-0.0530175948927142,0.03654923336622451,GREEN,Normal
AK,Bethel,2007,1,0,Alaska,16723.0,5.979788315493632,0.0,0.1265319195509344,-0.0530175948927142,0.036757162329110096,GREEN,Normal
AK,Bethel,2010,2,0,Alaska,17090.0,11.702750146284377,0.0,0.33492076862058384,-0.0530175948927142,0.14095158686393483,GREEN,Normal
AK,Bethel,2011,2,0,Alaska,17418.0,11.482374555057985,0.0,0.32689628459001924,-0.0530175948927142,0.13693934484865253,GREEN,Normal
AK,Bethel,2012,1,0,Alaska,17655.0,5.664117813650524,0.0,0.11503748458713615,-0.0530175948927142,0.031009944847210976,GREEN,Normal
AK,Bethel,2013,1,0,Alaska,17855.0,5.6006720806496775,0.0,0.11272725018939951,-0.0530175948927142,0.029854827648342654,GREEN,Normal
AK,Bethel,2014,1,0,Alaska,17960.0,5.56792873051225,0.0,0.11153497436237722,-0.0530175948927142,0.02925868973483151,GREEN,Normal
AK,Bethel,2016,1,0,Alaska,18018.0,5.55000555000555,0.0,0.11088234185007148,-0.0530175948927142,0.02893237347867864,GREEN,Normal
AK,Bethel,2017,2,0,Alaska,18102.0,11.048502927853276,0.0,0.31109782013919607,-0.0530175948927142,0.12904011262324094,GREEN,Normal
AK,Bethel,2020,8,0,Alaska,18661.0,42.870157011950056,0.0,1.4698121478147295,-0.0530175948927142,0.7083972764610076,GREEN,Normal
AK,Bethel,2021,1,0,Alaska,18594.0,5.378078950198989,0.0,0.10462201943006381,-0.0530175948927142,0.025802212268674806,GREEN,Normal
AK,Bethel,2022,1,0,Alaska,18259.0,5.476751191193384,0.0,0.10821494829170955,-0.0530175948927142,0.027598676699497674,GREEN,Normal
AK,Bristol Bay,1981,1,0,Alaska,1232.0,81.16883116883118,0.0,2.8643726681219635,-0.0530175948927142,1.4056775366146246,ORANGE,High MP / Low Bodies - Destroyer Pattern
AK,Bristol Bay,1986,1,0,Alaska,1232.0,81.16883116883118,0.0,2.8643726681219635,-0.0530175948927142,1.4056775366146246,ORANGE,High MP / Low Bodies - Destroyer Pattern
AK,Bristol Bay,1989,1,0,Alaska,1232.0,81.16883116883118,0.0,2.8643726681219635,-0.0530175948927142,1.4056775366146246,ORANGE,High MP / Low Bodies - Destroyer Pattern
AK,Bristol Bay,1991,2,0,Alaska,1232.0,162.33766233766235,0.0,5.819954027514729,-0.0530175948927142,2.8834682163110075,ORANGE,High MP / Low Bodies - Destroyer Pattern
AK,Bristol Bay,1995,1,0,Alaska,1232.0,81.16883116883118,0.0,2.8643726681219635,-0.0530175948927142,1.4056775366146246,ORANGE,High MP / Low Bodies - Destroyer Pattern
AK,Bristol Bay,2000,1,0,Alaska,1232.0,81.16883116883118,0.0,2.8643726681219635,-0.0530175948927142,1.4056775366146246,ORANGE,High MP / Low Bodies - Destroyer Pattern
AK,Bristol Bay,2005,1,0,Alaska,1171.0,85.39709649871904,0.0,3.0183354887222693,-0.0530175948927142,1.4826589469147775,ORANGE,High MP / Low Bodies - Destroyer Pattern
AK,Bristol Bay,2010,0,1,Alaska,1001.0,0.0,99.9000999000999,-0.09120869127080133,2.370582508720655,1.1396869087249268,ORANGE,High Bodies / Low MP - Transient Pattern
AK,Denali,1981,1,0,Alaska,1890.0,52.91005291005291,0.0,1.8353924911481863,-0.0530175948927142,0.891187448127736,GREEN,Normal
AK,Denali,1985,1,0,Alaska,1890.0,52.91005291005291,0.0,1.8353924911481863,-0.0530175948927142,0.891187448127736,GREEN,Normal
AK,Denali,1992,0,1,Alaska,1890.0,0.0,52.91005291005291,-0.09120869127080133,1.2305928303543667,0.5696920695417826,GREEN,Normal
AK,Denali,1996,1,0,Alaska,1890.0,52.91005291005291,0.0,1.8353924911481863,-0.0530175948927142,0.891187448127736,GREEN,Normal
AK,Denali,1998,1,0,Alaska,1890.0,52.91005291005291,0.0,1.8353924911481863,-0.0530175948927142,0.891187448127736,GREEN,Normal
AK,Denali,2001,1,0,Alaska,1850.0,54.054054054054056,0.0,1.8770487329302183,-0.0530175948927142,0.912015569018752,GREEN,Normal
AK,Denali,2005,2,0,Alaska,1834.0,109.05125408942203,0.0,3.8796487076080277,-0.0530175948927142,1.9133155563576567,ORANGE,High MP / Low Bodies - Destroyer Pattern
AK,Denali,2009,1,0,Alaska,1817.0,55.0357732526142,0.0,1.912795840799582,-0.0530175948927142,0.9298891229534338,GREEN,Normal
AK,Denali,2011,1,0,Alaska,1878.0,53.24813631522897,0.0,1.8477030418345695,-0.0530175948927142,0.8973427234709276,GREEN,Normal
AK,Denali,2019,1,0,Alaska,2125.0,47.05882352941177,0.0,1.6223330662689102,-0.0530175948927142,0.7846577356880979,GREEN,Normal
AK,Denali,2022,1,0,Alaska,1575.0,63.492063492063494,0.0,2.220712727631984,-0.0530175948927142,1.0838475663696348,ORANGE,High MP / Low Bodies - Destroyer Pattern
AK,Denali,2023,3,0,Alaska,1584.0,189.3939393939394,0.0,6.805147813978984,-0.0530175948927142,3.3760651095431347,ORANGE,High MP / Low Bodies - Destroyer Pattern
AK,Dillingham,1978,3,0,Alaska,4916.0,61.02522375915378,0.0,2.130888278687632,-0.0530175948927142,1.038935341897459,ORANGE,High MP / Low Bodies - Destroyer Pattern
AK,Dillingham,1980,2,0,Alaska,4916.0,40.68348250610252,0.0,1.3901892887014877,-0.0530175948927142,0.6685858469043867,GREEN,Normal
AK,Dillingham,1981,1,0,Alaska,4916.0,20.34174125305126,0.0,0.649490298715343,-0.0530175948927142,0.2982363519113144,GREEN,Normal
AK,Dillingham,1984,4,0,Alaska,4916.0,81.36696501220504,0.0,2.8715872686737764,-0.0530175948927142,1.409284836890531,ORANGE,High MP / Low Bodies - Destroyer Pattern
AK,Dillingham,1985,3,0,Alaska,4916.0,61.02522375915378,0.0,2.130888278687632,-0.0530175948927142,1.038935341897459,ORANGE,High MP / Low Bodies - Destroyer Pattern
AK,Dillingham,1986,3,0,Alaska,4916.0,61.02522375915378,0.0,2.130888278687632,-0.0530175948927142,1.038935341897459,ORANGE,High MP / Low Bodies - Destroyer Pattern
AK,Dillingham,1987,5,0,Alaska,4916.0,101.70870626525631,0.0,3.612286258659921,-0.0530175948927142,1.7796343318836034,ORANGE,High MP / Low Bodies - Destroyer Pattern
AK,Dillingham,1988,2,0,Alaska,4916.0,40.68348250610252,0.0,1.3901892887014877,-0.0530175948927142,0.6685858469043867,GREEN,Normal
AK,Dillingham,1989,9,0,Alaska,4916.0,183.07567127746134,0.0,6.575082218604499,-0.0530175948927142,3.2610323118558924,ORANGE,High MP / Low Bodies - Destroyer Pattern
AK,Dillingham,1990,6,0,Alaska,4916.0,122.05044751830756,0.0,4.352985248646065,-0.0530175948927142,2.1499838268766753,ORANGE,High MP / Low Bodies - Destroyer Pattern
AK,Dillingham,1991,11,0,Alaska,4916.0,223.75915378356385,0.0,8.056480198576788,-0.0530175948927142,4.001731301842037,ORANGE,High MP / Low Bodies - Destroyer Pattern
AK,Dillingham,1992,3,0,Alaska,4916.0,61.02522375915378,0.0,2.130888278687632,-0.0530175948927142,1.038935341897459,ORANGE,High MP / Low Bodies - Destroyer Pattern
AK,Dillingham,1993,9,0,Alaska,4916.0,183.07567127746134,0.0,6.575082218604499,-0.0530175948927142,3.2610323118558924,ORANGE,High MP / Low Bodies - Destroyer Pattern
AK,Dillingham,1995,7,0,Alaska,4916.0,142.39218877135883,0.0,5.0936842386322105,-0.0530175948927142,2.520333321869748,ORANGE,High MP / Low Bodies - Destroyer Pattern
AK,Dillingham,1996,13,0,Alaska,4916.0,264.4426362896664,0.0,9.537878178549077,-0.0530175948927142,4.742430291828182,ORANGE,High MP / Low Bodies - Destroyer Pattern
AK,Dillingham,1997,2,0,Alaska,4916.0,40.68348250610252,0.0,1.3901892887014877,-0.0530175948927142,0.6685858469043867,GREEN,Normal
AK,Dillingham,1998,1,0,Alaska,4916.0,20.34174125305126,0.0,0.649490298715343,-0.0530175948927142,0.2982363519113144,GREEN,Normal
AK,Dillingham,1999,7,0,Alaska,4916.0,142.39218877135883,0.0,5.0936842386322105,-0.0530175948927142,2.520333321869748,ORANGE,High MP / Low Bodies - Destroyer Pattern
AK,Dillingham,2000,1,0,Alaska,4916.0,20.34174125305126,0.0,0.649490298715343,-0.0530175948927142,0.2982363519113144,GREEN,Normal
AK,Dillingham,2001,15,0,Alaska,4840.0,309.91735537190084,0.0,11.193738317319756,-0.0530175948927142,5.570360361213521,ORANGE,High MP / Low Bodies - Destroyer Pattern
AK,Dillingham,2002,5,0,Alaska,4900.0,102.04081632653062,0.0,3.6243793033943885,-0.0530175948927142,1.7856808542508371,ORANGE,High MP / Low Bodies - Destroyer Pattern
AK,Dillingham,2005,8,0,Alaska,4841.0,165.25511258004545,0.0,5.92618644985192,-0.0530175948927142,2.9365844274796027,ORANGE,High MP / Low Bodies - Destroyer Pattern
AK,Dillingham,2009,2,0,Alaska,4776.0,41.87604690117253,0.0,1.433613852603523,-0.0530175948927142,0.6902981288554043,GREEN,Normal
AK,Dillingham,2011,2,0,Alaska,4947.0,40.42854255104103,0.0,1.3809062207048957,-0.0530175948927142,0.6639443129060907,GREEN,Normal
AK,Dillingham,2019,2,0,Alaska,4932.0,40.55150040551501,0.0,1.3853834558386418,-0.0530175948927142,0.6661829304729637,GREEN,Normal
AK,Dillingham,2020,1,0,Alaska,4838.0,20.669698222405952,0.0,0.6614321179007335,-0.0530175948927142,0.3042072615040097,GREEN,Normal
AK,Dillingham,2021,1,0,Alaska,4796.0,20.85070892410342,0.0,0.6680232175640373,-0.0530175948927142,0.30750281133566154,GREEN,Normal
AK,Dillingham,2023,1,0,Alaska,4607.0,21.706099413935316,0.0,0.699170348184785,-0.0530175948927142,0.3230763766460354,GREEN,Normal
AK,Fairbanks North Star,1973,1,0,Alaska,83005.0,1.2047467020059033,0.0,-0.0473405359214623,-0.0530175948927142,-0.05017906540708825,GREEN,Normal
AK,Fairbanks North Star,1974,1,0,Alaska,83005.0,1.2047467020059033,0.0,-0.0473405359214623,-0.0530175948927142,-0.05017906540708825,GREEN,Normal
AK,Fairbanks North Star,1975,2,0,Alaska,83005.0,2.4094934040118066,0.0,-0.003472380572123266,-0.0530175948927142,-0.028244987732418736,GREEN,Normal
AK,Fairbanks North Star,1976,1,0,Alaska,83005.0,1.2047467020059033,0.0,-0.0473405359214623,-0.0530175948927142,-0.05017906540708825,GREEN,Normal
AK,Fairbanks North Star,1977,0,1,Alaska,83005.0,0.0,1.2047467020059033,-0.09120869127080133,-0.023790154332302384,-0.05749942280155186,GREEN,Normal
AK,Fairbanks North Star,1979,2,1,Alaska,83005.0,2.4094934040118066,1.2047467020059033,-0.003472380572123266,-0.023790154332302384,-0.013631267452212825,GREEN,Normal
AK,Fairbanks North Star,1980,1,0,Alaska,83005.0,1.2047467020059033,0.0,-0.0473405359214623,-0.0530175948927142,-0.05017906540708825,GREEN,Normal
AK,Fairbanks North Star,1981,3,0,Alaska,83005.0,3.6142401060177103,0.0,0.04039577477721578,-0.0530175948927142,-0.006310910057749211,GREEN,Normal
AK,Fairbanks North Star,1982,4,0,Alaska,83005.0,4.818986808023613,0.0,0.0842639301265548,-0.0530175948927142,0.015623167616920296,GREEN,Normal
AK,Fairbanks North Star,1983,4,0,Alaska,83005.0,4.818986808023613,0.0,0.0842639301265548,-0.0530175948927142,0.015623167616920296,GREEN,Normal
AK,Fairbanks North Star,1984,4,0,Alaska,83005.0,4.818986808023613,0.0,0.0842639301265548,-0.0530175948927142,0.015623167616920296,GREEN,Normal
AK,Fairbanks North Star,1986,3,0,Alaska,83005.0,3.6142401060177103,0.0,0.04039577477721578,-0.0530175948927142,-0.006310910057749211,GREEN,Normal
AK,Fairbanks North Star,1987,1,0,Alaska,83005.0,1.2047467020059033,0.0,-0.0473405359214623,-0.0530175948927142,-0.05017906540708825,GREEN,Normal
AK,Fairbanks North Star,1988,3,0,Alaska,83005.0,3.6142401060177103,0.0,0.04039577477721578,-0.0530175948927142,-0.006310910057749211,GREEN,Normal
AK,Fairbanks North Star,1989,2,0,Alaska,83005.0,2.4094934040118066,0.0,-0.003472380572123266,-0.0530175948927142,-0.028244987732418736,GREEN,Normal
